-1.25,1.25,1.25,2560,2560,0.377,0.28,1000
-1.25,1.25,1.25,2560,2560,-0.031,0.75,1000
-1.66,1.66,0.93375,2560,1440,-0.75,0.14,1000
-1,0,0.4,2560,2560,-0.625,-0.39,1000
-1.66,1.66,0.93375,2560,1440,-0.9,0.229,1000
